問題ID,問題,答え,読み,復習フラグ
11742,オーケストラの第1・第2バイオリンを片側にまとめる配置方法にも名を残す、ディズニー映画『ファンタジア』に出演し第14回アカデミー賞特別賞を受賞した指揮者は誰でしょう？,レオポルド・ストコフスキー,ストコフスキー,0
11743,オーストラリアのラグビーユニオン代表チームのことを、ある動物の名を使った愛称で何というでしょう？,ワラビーズ,ワラビーズ,0
11744,オーストリアのユネスコ世界遺産「ウィーン歴史地区」にある、旧市街を囲んでいた城壁を撤去して造った環状道路をドイツ語で何というでしょう？,リングシュトラーセ,リングシュトラーセ,0
11745,オリオン大星雲こと「M42」やアンドロメダ銀河こと「M31」などの「M」の由来である、彗星と間違えやすい天体に番号を付けてカタログにしたフランスの天文学者は誰でしょう？,シャルル・メシエ,メシエ,0
11746,オリンピックで日本選手最多となる8個の金メダルを獲得している体操選手は誰でしょう？,加藤沢男,かとうさわお,0
11747,カクテルを作る器具の「シェイカー」を構成する3つの部品とは、トップ、ボディと、あと1つは何でしょう？,ストレーナー,ストレーナー,0
11748,かつて『オレたちひょうきん族』や『笑っていいとも！』などに出演し、2017年にはインド政府公認のプロフェッショナルヨガ検定・インストラクターの最高位に合格して話題となった、書家としても活動するタレントは誰でしょう？,片岡鶴太郎,かたおかつるたろう,0
11749,かつてはカロリン島と呼ばれていた、世界で最も早く日付が変わるキリバスの島は何島でしょう？,ミレニアム島,ミレニアム,0
11750,カトリック信徒が主にマリアへの祈りを唱える時に使う、十字架の付いた数珠のような道具を何というでしょう？,ロザリオ,ロザリオ,0
11751,キャンディ菓子のチュッパチャプスのロゴのデザインや、『内乱の予感』『記憶の固執』などの絵画作品で知られる、シュルレアリスムを代表するスペインの画家は誰でしょう？,サルバドール・ダリ,ダリ,0
11752,ギリシャ語で「固い」を意味する言葉に由来する、カルシウムやマグネシウムのイオンなどと反応すると固まるためジャムやゼリーなどのゲル化剤として用いられる多糖類は何でしょう？,ペクチン,ペクチン,0
11753,ギリシャ語の「時間」と「筆記」の合成語で、ストップウォッチ機能を備えた時計のことを何というでしょう？,クロノグラフ,クロノグラフ,0
11754,クロアチアのダルマチア南部に位置し、オレンジ色の屋根が連なる美しい町並みを持つ旧市街が「アドリア海の真珠」と呼ばれていることで知られる都市はどこでしょう？,ドゥブロヴニク,ドゥブロヴニク,0
11755,ゲーム『スーパーマリオ』シリーズに登場するデイジー姫は、何という国の姫でしょう？,サラサ・ランド,サラサランド,0
11756,この締結によりニュージーランドはイギリスの植民地となった、1840年にマオリ族とイギリス政府の間で結ばれた条約を、締結されたニュージーランドの町の名から何条約というでしょう？,ワイタンギ条約,ワイタンギ,0
11757,これまでにイタリアでオリンピックが開催された3つの都市とは、ローマ、トリノとあと1つはどこでしょう？,コルティナ・ダンペッツォ,コルティナダンペッツォ,0
11758,コンゴ民主共和国はキンシャサを首都とする国ですが、コンゴ共和国はどこを首都とする国でしょう？,ブラザビル,ブラザビル,0
11759,サーフィンで、サーフボードに腹ばいになり両手で水をかいて進む動作を英語で何というでしょう？,パドリング,パドリング,0
11760,サッカーのイタリア・セリエAで最多優勝回数を誇り、そのユニフォームの色から「ビアンコネーロ」の愛称でも知られる、イタリアのトリノに本拠地を置くクラブはどこでしょう？,ユヴェントスFC,ユヴェントス,0
11761,ジンとベルモットを混ぜて作られる、「カクテルの王様」と称されるカクテルは何でしょう？,マティーニ,マティーニ,0
11762,スワヒリ語で「白く輝く山」という意味がある、ケニアとタンザニアの国境付近に位置するアフリカ大陸の最高峰は何でしょう？,キリマンジャロ,キリマンジャロ,0
11763,その作品はリオム番号で整理されている、代表作に『グローリア』『四季』がある作曲家は誰でしょう？,アントニオ・ヴィヴァルディ,ヴィヴァルディ,0
11764,その州内にハーバード大学などがある学園都市・ケンブリッジや、ボストンマラソンなどで知られる州都・ボストンがある、アメリカの州は何州でしょう？,マサチューセッツ州,マサチューセッツ,0
11765,その動向は「王の目・王の耳」と呼ばれる王直属の査察官により監視されていた、アケメネス朝ペルシャの第3代国王ダレイオス1世が各州の統治のため設置した総督を何というでしょう？,サトラップ,サトラップ,0
11766,その名はスペイン語で「太鼓を叩く人」という意味があり、日本では吹奏楽などでよく演奏されている、プエルトリコの作曲家ラファエル・エルナンデスが作曲したラテン音楽の曲は何でしょう？,『エル・クンバンチェロ』,エルクンバンチェロ,0
11767,その名はラテン語で「古代の不思議なもの」という意味があり、埼玉県秩父市で化石が見つかったことから秩父鉄道が運行する臨時SL列車の愛称の由来にもなっている、新生代に生息していた哺乳類は何でしょう？,パレオパラドキシア,パレオパラドキシア,0
11768,その名は生まれたときに父が大学生だったことと、近所に東京帝国大学があったことに由来するとされる、訳詩集『月下の一群』や詩集『月光とピエロ』などで知られる日本の詩人・フランス文学者は誰でしょう？,堀口大學,ほりぐちだいがく,0
